filename,filepath,title,artist,album,album_artist,genre,date,duration_seconds,bpm,beaTunes_tempo_COLOR,beaTunes_SPECTRUM,beaTunes_COLOR,beaTunes_tempo_timbre_COLOR,MOOD_DANCEABILITY,Tuning,has_lyrics,lyrics_text
05 Spinning World.m4a,E:\iTunes\iTunes Media\Music\Perfume\Plasma\05 Spinning World.m4a,Spinning World,Perfume,Plasma,Perfume,Electrónica,2022-07-15,240.14,110,1d65d4,84.578735;99.0;55.34646;58.074802;40.535435;34.688976;69.767715;57.68504;59.244095;47.16142;43.26378;39.755905;47.55118;57.295277;41.31496;52.228348;44.04331;45.2126;56.90551;58.464565;67.81889;69.37795;46.38189;0.0;,fd866c,835752,34,1,Sí,"[Perfume「Spinning Girl」歌詞]

Spinning Girl　Spinning World

踊る Spinning Girl　僕の夢に
艶やかないい香り　ユルメのフライト
踊る Spinning World　街の上を
裸足で歩くように飛べるはずさ
踊る Spinning World

(Spinning World)

かざすこのミュージック　夢の二人
光る街のマジック　心揺らいで

踊る Spinning Girl　僕の夢に
艶やかないい香り　ユルメのフライト
踊る Spinning World　街の上を
裸足で歩くように飛べるはずさ
踊る Spinning World

(Spinning Girl　Spinning World　Spinning Girl)

かざすこのミュージック　夢の二人
光る街のマジック　心揺らいで

踊る Spinning Girl (Spinning Girl)　僕の夢に
艶やかないい香り　ユルメのフライト
踊る Spinning World (Spinning World)　街の上を
裸足で歩くように飛べるはずさ
踊る Spinning World
踊る Spinning World
(Spinning Girl　Spinning World　Spinning Girl　Spinning World)

(Spinning World)

(Spinning World)"
06 Mawarukagami.m4a,E:\iTunes\iTunes Media\Music\Perfume\Plasma\06 Mawarukagami.m4a,Mawarukagami,Perfume,Plasma,Perfume,Electrónica,2022-07-15,233.99,140,79545e,99.0;75.22441;47.55118;31.570868;28.452757;36.637794;25.724411;24.944883;25.334646;33.12992;18.708662;19.48819;22.996063;37.807087;27.67323;47.940945;45.992126;38.19685;40.925198;38.19685;35.85827;37.027557;30.79134;0.0;,e1b440,1f1923,30,5,No,
07 Flow.m4a,E:\iTunes\iTunes Media\Music\Perfume\Plasma\07 Flow.m4a,Flow,Perfume,Plasma,Perfume,Electrónica,2022-07-15,185.01,175,2a2515,97.8307;99.0;53.397636;51.83858;42.874016;30.401575;23.385828;31.570868;35.078743;42.484253;33.12992;43.65354;39.755905;35.85827;28.452757;26.114174;31.570868;41.704723;68.208664;56.90551;52.61811;45.602364;30.79134;0.0;,e1c756,c138cf,30,,Sí,"[Perfume「Flow」歌詞]

[Pre-Chorus: ノッチ, かしゆか, あ～ちゃん, All]
僕はただ信じていたくて
何もこわくないふりをしていた
あの日から心は変わらない
そのままでわがままでいたいだけさ

[Chorus: All, あ～ちゃん]
過ぎる時代が
変わる時代が
あの日の未来が
夢のように
覚めないままで
彷徨うままで
そうさ、僕らは流れ雲になる
Flow

[Verse: かしゆか&amp;あ～ちゃん, かしゆか]
揺れる波戦う日々
恋をしたあの日も泡に
太陽に照らされて僕らは
いつか空に浮かべるの

[Pre-Chorus: あ～ちゃん, かしゆか, ノッチ, All]
僕はただ信じていたくて
何もこわくないふりをしていた
あの日から心は変わらない
そのままでわがままでいたいだけさ

[Chorus: All]
次の時代が
変わる時代が
あの日の未来が
雨のように
止まないままで
晴れないままで
そうさ、僕らは流れ雲になる

[Bridge: ノッチ, All]
Flow, flow, flowing clouds
Flow, flow, flowing clouds
あの日から心は変わらない
そのままでわがままでいたいだけさ

[Chorus: All, かしゆか, ノッチ, あ～ちゃん]
過ぎる時代が
変わる時代が
あの日の未来が
夢のように
覚めないままで
彷徨うままで
そうさ、僕らは流れ雲になる
次の時代が (flow, flow, flowing clouds)
変わる時代が (flow, flow, flowing clouds)
あの日の未来が (flow, flow, flowing clouds)
雨のように (flow, flow, flowing clouds)
止まないままで
晴れないままで (flow, flow, flowing clouds)
そうさ、僕らは流れ雲になる
Flow"
08 Mugen Loop.m4a,E:\iTunes\iTunes Media\Music\Perfume\Plasma\08 Mugen Loop.m4a,Mugen Loop,Perfume,Plasma,Perfume,Electrónica,2021-09-22,258.06,128,664851,91.98425;99.0;53.397636;63.921257;53.7874;44.43307;51.83858;44.43307;31.181103;43.26378;47.940945;47.940945;40.925198;38.97638;27.283466;46.771652;54.56693;66.25984;72.1063;62.75197;58.464565;61.582676;50.669292;0.0;,f99760,1d231e,41,-1,Sí,"[Perfume「∞ループ」歌詞]

[Intro]
始まる
始まる
始まる

[Instrumental Break]

[Verse 1]
もしも冷たい機械
みたいにさ永久に今を
生きてる気がつかないまま

[Instrumental Break]

[Verse 2]
もしも毎日零時に
僕らは再起動繰り返してる
明日も今日が (始まる)

[Chorus]
世界がループ
無限にループ
世界がループ
無限にループ

[Verse 3]
これが僕らの生きてる
リズム永久に今を
生きてる気がつかないまま

[Instrumental Break]

[Verse 4]
今日も零時を回れば
世界が再起動始めて
僕のメモリー消すの (始まる)

[Chorus]
世界がループ
無限にループ
世界がループ
無限にループ

[Bridge]
僕の宇宙は何回目
一晩が200億年
今の宇宙は何回目
夜を越えればまたはじまる

[Chorus]
世界がループ
無限にループ
世界がループ
無限にループ

[Instrumental Break]

[Chorus]
無限のループ
無音のループ
世界がループ
無限にループ
無限のループ
無音のループ
世界がループ
無限にループ"
09 Drive'n The Rain.m4a,E:\iTunes\iTunes Media\Music\Perfume\Plasma\09 Drive'n The Rain.m4a,Drive'n The Rain,Perfume,Plasma,Perfume,Electrónica,2022-07-27,376.6,128,654954,33.519684;99.0;43.26378;41.704723;23.385828;19.48819;32.350395;26.503939;21.826773;31.96063;21.826773;22.996063;24.165356;20.657482;13.251968;14.031498;20.657482;26.503939;29.232285;31.96063;37.027557;38.586617;25.334646;0.0;,aaed4d,271625,37,,Sí,"鳴り響く雨粒が　甘くカーテンのように　街を覆って
雨はそっと　人たちの距離を遠ざけるから　好きだ　ってみたいね

ハンドルを切り上る街のWay　雲の隙間まで走ろう

Drive in The Rain　穏やかな　New World
悲しみなんて　雨に溶かして
Drive in The Rain　そう　One more future
キミを探して　駆けるよユニバース

解けていく町中を　包むカーテンのように　全てを覆って
雨はそっと　ぼくたちの距離を近づけるように　リズムを刻んだ

傘を差すように乗り込む車で　光の未来へ走ろう

Drive in The Rain　穏やかな　New World
悲しみなんて　雨に溶かして
Drive in The Rain　そう　One more future
キミを探して　駆けるよユニバース

Drive in The Rain　雨上がる　New World
悲しみなんて　雨に溶かして
Drive in The Rainbow　そう　One more future
キミを探して　駆けるよユニバース

Drive in The Rain　雨上がる　New World
悲しみなんて　雨に溶かして
Drive in The Rainbow　そう　One more future
キミを探して　駆けるよユニバース

Drive in The Rain
Drive in The Rain
Drive in The Rain"
10 Hatenabito.m4a,E:\iTunes\iTunes Media\Music\Perfume\Plasma\10 Hatenabito.m4a,Hatenabito,Perfume,Plasma,Perfume,Electrónica,2022-07-27,177.17,128,6d5b6a,60.80315;99.0;60.80315;67.81889;48.330708;33.90945;68.59843;52.228348;56.125984;61.582676;54.56693;44.822834;69.767715;55.34646;51.44882;51.44882;65.87008;82.24016;83.019684;68.59843;61.192913;81.85039;52.228348;0.0;,ee495f,584c40,39,-1,Sí,"[Perfume「ハテナビト」歌詞]

陽だまりの　温もりの　いつも間の　気変わりの　水平線
風運び　雨を呼び　揺れる波　誘う髪　昇る鳥
探しても　探しても　手のひらの　果てまでの　道のりを
遠回り　してばかり　この灯り　そのために　旅をした

I will I will　いっぱい　足りないの　ハテナビト
不思議がいっぱい　解きたいの　キミだって
I will I will　いっぱい　足りないの　切なくて
I feel I feel　いっぱい　会いたいの　ボクだって

陽だまりの　温もりの　いつも間の　気変わりの　水平線
風運び　雨を呼び　揺れる波　誘う髪　昇る鳥
探しても　探しても　手のひらの　果てまでの　道のりを
遠回り　してばかり　この灯り　そのために　旅をした

I will I will　いっぱい　足りないの　ハテナビト
不思議がいっぱい　解きたいの　キミだって
I will I will　いっぱい　足りないの　切なくて
I feel I feel　いっぱい　会いたいの　ボクだって"
11 Android And.m4a,E:\iTunes\iTunes Media\Music\Perfume\Plasma\11 Android And.m4a,Android And,Perfume,Plasma,Perfume,Electrónica,2021-09-22,253.86,128,756574,79.51181;83.79921;54.177166;40.535435;39.755905;33.90945;44.04331;45.992126;28.452757;43.26378;32.740158;37.807087;50.669292;56.90551;43.65354;54.56693;70.93701;79.12205;92.374016;86.137794;74.055115;99.0;54.56693;0.0;,fe6d7b,8c9188,45,,No,
12 Sayonara Plastic World.m4a,E:\iTunes\iTunes Media\Music\Perfume\Plasma\12 Sayonara Plastic World.m4a,Sayonara Plastic World,Perfume,Plasma,Perfume,Electrónica,2022-04-29,236.42,150,6b4c55,99.0;64.70079;54.177166;33.90945;26.503939;29.232285;36.637794;28.84252;28.452757;24.165356;30.011812;25.724411;33.12992;34.688976;27.67323;31.96063;44.822834;42.09449;49.889763;53.007874;58.854332;63.14173;42.484253;0.0;,faa386,3f3742,31,1,Sí,"[Perfume「さよならプラスティックワールド」歌詞]

グッバイ　プラスティックワールド　不自然な世界で
息苦しいわ　ここから逃げたい
さよなら　プラスティックワールド　どれだけ慣れたら
ハローって暮らしテックワールド
素敵な未来で生きていたいわ

幾千のレビューを見て体験しないより
たぶんもっとワクワクする瞬間があるでしょ
無尽蔵に次から次へと来るオススメ
迷い込んだ迷宮の森　感覚を信じて

当然だって思ってた運命が　変わる　変わる　変えるよ

グッバイ　プラスティックワールド　不自然な世界で
息苦しいわ　ここから逃げたい
さよなら　プラスティックワールド　どれだけ慣れたら
ハローって暮らしテックワールド
素敵な未来で生きていたいわ

こわいほど最適化された中毒性
たぶんいつか考えることすら忘れちゃう
違うもっと別のことに気がつかなきゃと
ほらそう　想像して本来のハーモニー

当然だって思ってた運命が　変わる　変わる　変えるよ

グッバイ　プラスティックワールド　不自然な世界で
息苦しいわ　ここから逃げたい
さよなら　プラスティックワールド　どれだけ慣れたら
ハローって暮らしテックワールド
素敵な未来で生きていたいわ"
01 Polygon Wave (Original Mix).m4a,E:\iTunes\iTunes Media\Music\Perfume\Polygon Wave EP\01 Polygon Wave (Original Mix).m4a,Polygon Wave (Original Mix),Perfume,Polygon Wave EP,Perfume,Electrónica,2022-07-15,273.76,128,624550,99.0;68.98819;52.228348;55.73622;43.65354;39.366142;58.464565;55.34646;33.519684;31.181103;35.078743;28.84252;42.09449;47.55118;31.570868;41.31496;45.2126;46.771652;52.61811;56.515747;59.633858;72.885826;47.55118;0.0;,f98aa5,1e2322,30,2,Sí,"[Perfume「ポリゴンウェイヴ (Original Mix)」歌詞]

ポリゴンウェイヴ

人工の星たち煌めく
キミと私との仮想ゲーム
ビル達もリズムに合わせて
都会でしょ って気取ってるの
ポリゴンウェイヴ 涙って
カクカクしたって流れるわ
作り物だらけの世界で 感じたい
夢って何？

今が夢
キミの夢
ボクの夢
コレハユメ？

体温がなくて (体温がなくて)
そばに誰もいないなんて
言葉が出なくて
宙に手を伸ばしたって
La-la-la, la-la
La-la-la, la-la
La-la-la, la-la

人工の太陽が眩しくて
ボクはキミが見られなくて
そうきっと景色のせいにして
都会でしょ って気取ってるの
ポリゴンウェイヴ 涙って
カクカクしたって流れるわ
作り物だらけの世界で 感じたい
夢って何？

今が夢
キミの夢
ボクの夢
コレハユメ？
ポリゴンウェイヴ
ポリゴンウェイヴ

ポリゴンウェイヴ
ポリゴンウェイヴ
ポリゴンウェイヴ  (ポリゴンウェイヴ)
ポリゴンウェイヴ

人工の太陽が眩しくて
ボクはキミが見られなくて
そうきっと景色のせいにして
都会でしょ って気取ってるの
ポリゴンウェイヴ 涙って
カクカクしたって流れるわ
作り物だらけの世界で 感じたい
夢って何？

今が夢
キミの夢
ボクの夢
コレハユメ？
ポリゴンウェイヴ
ポリゴンウェイヴ

ポリゴンウェイヴ
ポリゴンウェイヴ"
02 Polygon Wave.m4a,E:\iTunes\iTunes Media\Music\Perfume\Polygon Wave EP\02 Polygon Wave.m4a,Polygon Wave,Perfume,Polygon Wave EP,Perfume,Electrónica,2021-09-15,185.92,128,62454f,99.0;68.98819;52.61811;55.73622;43.65354;39.366142;57.295277;54.95669;33.12992;30.401575;34.688976;29.232285;41.31496;47.16142;31.570868;41.31496;44.822834;45.992126;51.83858;56.125984;59.244095;71.32677;47.16142;0.0;,f98da3,1c2120,27,1,Sí,"[Perfume「ポリゴンウェイヴ」歌詞]

ポリゴンウェイヴ

人工の星たち煌めく
キミと私との仮想ゲーム
ビル達もリズムに合わせて
都会でしょ って気取ってるの

ポリゴンウェイヴ 涙って
カクカクしたって流れるわ
作り物だらけの世界で 感じたい
夢って何？

今が夢
キミの夢
ボクの夢
コレハユメ？

体温がなくて (体温がなくて)
そばに誰もいないなんて
言葉が出なくて
宙に手を伸ばしたって
La-la-la, la-la
La-la-la, la-la
La-la-la, la-la

人工の太陽が眩しくて
ボクはキミが見られなくて
そうきっと景色のせいにして
都会でしょ って気取ってるの

ポリゴンウェイヴ 涙って
カクカクしたって流れるわ
作り物だらけの世界で 感じたい
夢って何？

今が夢
キミの夢
ボクの夢
コレハユメ？

ポリゴンウェイヴ
ポリゴンウェイヴ
ポリゴンウェイヴ

ポリゴンウェイヴ"
03 Polygon Wave (Remix).m4a,E:\iTunes\iTunes Media\Music\Perfume\Polygon Wave EP\03 Polygon Wave (Remix).m4a,Polygon Wave (Remix),Perfume,Polygon Wave EP,Perfume,Electrónica,2021-09-22,383.48,128,674952,99.0;68.98819;54.177166;44.43307;34.688976;22.996063;32.740158;42.874016;29.622047;22.216536;27.67323;18.3189;28.062992;24.165356;22.996063;31.570868;38.97638;51.059055;54.177166;54.177166;60.413383;64.31102;40.535435;0.0;,f3b291,2e2832,36,1,Sí,"[Perfume「ポリゴンウェイヴ (Remix)」歌詞]

ポリゴンウェイヴ

ポリゴンウェイヴ
ポリゴンウェイヴ (ポリゴンウェイヴ)
ポリゴンウェイヴ

ポリゴンウェイヴ

人工の星たち煌めく
キミと私との仮想ゲーム
ビル達もリズムに合わせて
都会でしょ って気取ってるの
ポリゴンウェイヴ 涙って
カクカクしたって流れるわ
作り物だらけの世界で 感じたい
夢って何？

今が夢
キミの夢
ボクの夢
コレハユメ？

体温がなくて (体温がなくて)
そばに誰もいないなんて
言葉が出なくて
宙に手を伸ばしたって
La-la-la, la-la
La-la-la, la-la
La-la-la, la-la

人工の太陽が眩しくて
ボクはキミが見られなくて
そうきっと景色のせいにして
都会でしょ って気取ってるの
ポリゴンウェイヴ 涙って
カクカクしたって流れるわ
作り物だらけの世界で 感じたい
夢って何？

今が夢
キミの夢
ボクの夢
コレハユメ？
ポリゴンウェイヴ
ポリゴンウェイヴ

ポリゴンウェイヴ
ポリゴンウェイヴ

今が夢
キミの夢
ボクの夢
コレハユメ？
体温がなくて (体温がなくて)
そばに誰もいないなんて
言葉が出なくて
宙に手を伸ばしたって

ポリゴンウェイヴ
ポリゴンウェイヴ

ポリゴンウェイヴ
ポリゴンウェイヴ"
